"[A]행정구역별(시군)","행정구역별(시군)","시점","취업자 (천명)","- 성별(남자)","- 성별(여자)","- 연령별(15~29세)","- 연령별(30~49세)","- 연령별(50세 이상)",
"3705","구미시","2019. 2/2","246.5","151.7","94.9","36.6","126.3","83.6",
"3705","구미시","2020. 1/2","233.7","145.3","88.4","28.6","123.3","81.7",
"3705","구미시","2020. 2/2","244","153.1","90.9","31.1","127.5","85.5",
"3705","구미시","2021. 1/2","234.1","144.7","89.4","29.5","119.5","85.1",
"3706","영주시","2013. 1/2","54.6","31.7","22.8","5.2","21.7","27.7",
"3706","영주시","2013. 2/2","55.7","31.7","24.1","4.8","21.5","29.5",
"3706","영주시","2014. 1/2","55.6","31.7","23.8","5.2","20.3","30",
"3706","영주시","2014. 2/2","55.6","32.4","23.2","4.5","19.6","31.5",
"3706","영주시","2015. 1/2","54.4","31","23.4","5.4","19.3","29.7",
"3706","영주시","2015. 2/2","55.5","31.6","23.9","5.1","20","30.4",
"3706","영주시","2016. 1/2","53","30.9","22.2","3.7","19.6","29.6",
"3706","영주시","2016. 2/2","54.8","31.7","23.1","4.4","20.3","30.1",
"3706","영주시","2017. 1/2","52.5","30.3","22.2","4.2","18.9","29.4",
"3706","영주시","2017. 2/2","55.7","31.9","23.8","4.5","20.8","30.3",
"3706","영주시","2018. 1/2","55.7","32.2","23.4","4.5","19.8","31.4",
"3706","영주시","2018. 2/2","55.4","31.7","23.7","3.8","19.9","31.8",
"3706","영주시","2019. 1/2","53.9","30.8","23.1","4.2","19.2","30.5",
"3706","영주시","2019. 2/2","53.5","30.1","23.4","4.2","18.4","31",
"3706","영주시","2020. 1/2","51","29.2","21.8","3.3","18","29.7",
"3706","영주시","2020. 2/2","54","30.7","23.3","3.8","18.2","31.9",
"3706","영주시","2021. 1/2","52.1","30","22.1","3.5","16.5","32.1",
"3707","영천시","2013. 1/2","62","36.6","25.4","5.8","23","33.2",
"3707","영천시","2013. 2/2","64.1","37.5","26.6","5","23.5","35.6",
"3707","영천시","2014. 1/2","62.9","37.2","25.7","5","23.4","34.4",
"3707","영천시","2014. 2/2","64.9","39.6","25.4","5.2","24.8","35",
"3707","영천시","2015. 1/2","64.9","38.1","26.8","4.7","25.3","34.9",
"3707","영천시","2015. 2/2","62.9","38.2","24.7","4.2","23.5","35.2",
"3707","영천시","2016. 1/2","64.3","38.7","25.6","3.9","24.9","35.4",
"3707","영천시","2016. 2/2","65.4","39","26.3","5.3","24.6","35.4",
"3707","영천시","2017. 1/2","64.9","39.3","25.7","5.3","23.9","35.7",
"3707","영천시","2017. 2/2","68.1","40.9","27.2","6.3","23.7","38.1",
"3707","영천시","2018. 1/2","68.3","41.1","27.2","5.8","23.2","39.3",
"3707","영천시","2018. 2/2","72.7","43.3","29.4","6.5","24.5","41.6",
"3707","영천시","2019. 1/2","73.5","44.7","28.7","6.8","25","41.7",
"3707","영천시","2019. 2/2","74.4","45.8","28.6","6.7","25.7","42",
"3707","영천시","2020. 1/2","72.2","44.8","27.3","5.9","25.2","41.1",
"3707","영천시","2020. 2/2","72.9","43.9","29","5.8","25.6","41.5",
"3707","영천시","2021. 1/2","70.5","43.2","27.3","6","23.7","40.8",
"3708","상주시","2013. 1/2","54.8","29.7","25.1","3.7","18.8","32.2",
"3708","상주시","2013. 2/2","55.8","29.9","25.8","3.4","18.8","33.6",
"3708","상주시","2014. 1/2","56.4","30.9","25.5","4.1","19.6","32.8",
"3708","상주시","2014. 2/2","59.1","31.4","27.7","3.9","19.3","35.9",
"3708","상주시","2015. 1/2","55.3","30.3","25","3.5","19","32.8",
"3708","상주시","2015. 2/2","55.8","30.4","25.4","3.4","18.3","34",
"3708","상주시","2016. 1/2","56.6","31.2","25.5","3.6","19.1","33.8",
"3708","상주시","2016. 2/2","57.7","31.7","26.1","5.3","18.6","33.8",
"3708","상주시","2017. 1/2","56.7","31.2","25.5","5.3","17.4","34",
"3708","상주시","2017. 2/2","57.1","31.3","25.9","4.3","18.1","34.7",
"3708","상주시","2018. 1/2","56.1","30.2","26","3.8","17.6","34.7",
"3708","상주시","2018. 2/2","58.1","32.2","25.9","4.9","16.4","36.9",
"3708","상주시","2019. 1/2","58.7","33","25.7","5.3","17.1","36.3",
"3708","상주시","2019. 2/2","59.9","34.1","25.9","4.6","16.4","38.9",
"3708","상주시","2020. 1/2","55.5","31.6","23.9","3.8","15.6","36",
"3708","상주시","2020. 2/2","57.1","30.8","26.3","3.5","15","38.5",
"3708","상주시","2021. 1/2","57.7","31.8","25.9","3.7","15.1","38.9",
"3709","문경시","2013. 1/2","37.8","20.4","17.3","2.9","13.3","21.5",
"3709","문경시","2013. 2/2","39.9","21.3","18.5","3.2","13.2","23.4",
"3709","문경시","2014. 1/2","37.9","20.8","17.1","3.2","12.5","22.2",
"3709","문경시","2014. 2/2","39.8","21.8","18.1","3.8","12.4","23.7",
"3709","문경시","2015. 1/2","37.1","20.7","16.5","3.3","11.4","22.4",
"3709","문경시","2015. 2/2","38.1","20.9","17.2","2.9","12","23.1",
"3709","문경시","2016. 1/2","36.3","20.7","15.6","2.2","11.2","22.9",
"3709","문경시","2016. 2/2","36.9","20.1","16.8","2.4","11.4","23.2",
"3709","문경시","2017. 1/2","36.6","20.3","16.3","2.2","11.3","23.1",
"3709","문경시","2017. 2/2","35.8","20","15.8","2.2","12.2","21.4",
"3709","문경시","2018. 1/2","36.9","20.2","16.7","2.4","12.2","22.4",
"3709","문경시","2018. 2/2","35.6","19.3","16.3","2.5","11.7","21.3",
"3709","문경시","2019. 1/2","38.2","21.2","17","2.9","11.8","23.6",
"3709","문경시","2019. 2/2","37.4","20.7","16.7","2.5","11.4","23.5",
"3709","문경시","2020. 1/2","38.5","21.5","17","2","11.5","25.1",
"3709","문경시","2020. 2/2","38.3","21.7","16.7","2.3","10.6","25.4",
"3709","문경시","2021. 1/2","37.5","20.9","16.6","2.1","10.8","24.6",
"3710","경산시","2013. 1/2","126.2","75.4","50.7","17","61.3","47.8",
"3710","경산시","2013. 2/2","129.6","77.3","52.3","18.7","62.4","48.5",
"3710","경산시","2014. 1/2","134.6","79.6","55.1","21.4","63","50.3",
"3710","경산시","2014. 2/2","136","82.3","53.6","18.7","64.8","52.4",
"3710","경산시","2015. 1/2","138.9","83","55.9","20.7","63.1","55.1",
"3710","경산시","2015. 2/2","138.5","81.2","57.3","20.8","64.6","53.1",
"3710","경산시","2016. 1/2","141.9","84.5","57.4","24","62.9","55",
"3710","경산시","2016. 2/2","141.8","84","57.8","21.1","63.4","57.4",
"3710","경산시","2017. 1/2","140.9","84.4","56.5","22.3","61.6","56.9",
"3710","경산시","2017. 2/2","141.6","85.8","55.8","21.7","60.8","59",
"3710","경산시","2018. 1/2","142.1","86.6","55.5","21.2","60.1","60.8",
"3710","경산시","2018. 2/2","144.9","90.5","54.4","22.8","61.1","61",
"3710","경산시","2019. 1/2","142.7","87.8","54.9","24.9","59","58.8",
"3710","경산시","2019. 2/2","145.8","87.4","58.4","21.2","60.2","64.3",
"3710","경산시","2020. 1/2","137","82.6","54.4","18.8","55.6","62.6",
"3710","경산시","2020. 2/2","142.1","84.6","57.4","17","55.3","69.8",
"3710","경산시","2021. 1/2","145","85.4","59.6","18.9","57.1","69",
"3731","군위군","2013. 1/2","17.1","9.5","7.6","1.2","5.6","10.2",
"3731","군위군","2013. 2/2","18","10.5","7.5","1.1","5.8","11.1",
"3731","군위군","2014. 1/2","19.6","11","8.6","1.4","5.9","12.3",
"3731","군위군","2014. 2/2","18.4","10.5","7.9","1.3","5.1","12",
"3731","군위군","2015. 1/2","17.6","9.7","7.9","1.2","4.6","11.8",
"3731","군위군","2015. 2/2","18.9","10.9","7.9","1.2","5.2","12.6",
"3731","군위군","2016. 1/2","19.3","11.3","8","1.1","5.7","12.5",
"3731","군위군","2016. 2/2","19.5","11.1","8.4","1.7","5.2","12.6",
"3731","군위군","2017. 1/2","18.4","10.6","7.8","1.3","4.6","12.5",
"3731","군위군","2017. 2/2","17","9.8","7.2","1.1","4.3","11.6",
"3731","군위군","2018. 1/2","17.8","10","7.8","1.5","4.5","11.8",
"3731","군위군","2018. 2/2","17.7","9.9","7.8","1.3","4.5","11.9",
"3731","군위군","2019. 1/2","16.1","9.5","6.6",".7","4.2","11.2",
"3731","군위군","2019. 2/2","18.2","10.6","7.6",".8","4.6","12.8",
"3731","군위군","2020. 1/2","16.5","9.7","6.7",".8","3.8","11.9",
"3731","군위군","2020. 2/2","17.1","9.9","7.3",".9","4.3","12",
"3731","군위군","2021. 1/2","17.8","10.2","7.5",".8","4.4","12.5",
"3732","의성군","2013. 1/2","38","20","18","1.8","9.9","26.2",
"3732","의성군","2013. 2/2","38.1","19.4","18.7","1.7","10.3","26.1",
"3732","의성군","2014. 1/2","39.2","21","18.1","1.8","11.1","26.2",
"3732","의성군","2014. 2/2","40.6","21.8","18.8","2.2","10.7","27.7",
"3732","의성군","2015. 1/2","39.1","21.2","17.9","2.3","9.5","27.3",
"3732","의성군","2015. 2/2","39.1","21.3","17.8","2.4","9.5","27.2",
"3732","의성군","2016. 1/2","38.8","20.7","18.1","3.1","8.9","26.8",
"3732","의성군","2016. 2/2","39.1","20.9","18.2","2.1","9.1","28",
"3732","의성군","2017. 1/2","37.3","20.1","17.2","2.2","7.9","27.1",
"3732","의성군","2017. 2/2","35.8","20.2","15.7","2","8.2","25.6",
"3732","의성군","2018. 1/2","35.7","20","15.8","2.1","8","25.6",
"3732","의성군","2018. 2/2","36.9","20.2","16.7","1.7","8.2","27.1",
"3732","의성군","2019. 1/2","35.8","19.6","16.3","2","8.5","25.4",
"3732","의성군","2019. 2/2","37.1","20","17.1","1.7","8.3","27.2",
"3732","의성군","2020. 1/2","36.5","19.5","17","1.3","8.8","26.4",
"3732","의성군","2020. 2/2","35.9","19.9","16","1.7","7.7","26.5",
"3732","의성군","2021. 1/2","35","19.3","15.7","1.3","7.4","26.3",
"3733","청송군","2013. 1/2","18.2","10.1","8.1","1.1","5.2","11.9",
"3733","청송군","2013. 2/2","18.4","10.2","8.2","1.1","5.4","11.9",
"3733","청송군","2014. 1/2","17.5","9.7","7.8","1.3","5.1","11",
"3733","청송군","2014. 2/2","17.7","9.5","8.1","1.3","4.9","11.5",
"3733","청송군","2015. 1/2","17.7","9.9","7.8","1.2","4.8","11.7",
"3733","청송군","2015. 2/2","18.5","10","8.5","1.2","5.3","12",
"3733","청송군","2016. 1/2","17.7","9.5","8.2","1.2","5","11.5",
"3733","청송군","2016. 2/2","18.1","9.8","8.3","1.1","4.7","12.3",
"3733","청송군","2017. 1/2","17.5","9.8","7.7","1.2","5.1","11.2",
"3733","청송군","2017. 2/2","17.5","9.7","7.8",".9","4.9","11.7",
"3733","청송군","2018. 1/2","16.8","9.6","7.2",".7","4.6","11.4",
"3733","청송군","2018. 2/2","18.3","10.3","8","1.3","4.7","12.3",
"3733","청송군","2019. 1/2","17.5","9.9","7.6","1","4.5","12",
"3733","청송군","2019. 2/2","17.6","9.9","7.7",".8","4.4","12.4",
"3733","청송군","2020. 1/2","17.5","9.5","7.9",".6","3.9","13",
"3733","청송군","2020. 2/2","17.9","9.8","8.1",".7","4.2","13",
"3733","청송군","2021. 1/2","18.2","10.1","8.1","1","3.9","13.3",
"3734","영양군","2013. 1/2","10.7","5.7","5",".7","3.1","6.9",
"3734","영양군","2013. 2/2","11.2","6","5.2",".7","3.2","7.3",
"3734","영양군","2014. 1/2","10.7","5.6","5.1",".7","3.1","6.9",
"3734","영양군","2014. 2/2","11.3","6","5.3",".6","3.3","7.3",
"3734","영양군","2015. 1/2","10.7","5.8","4.9",".5","3","7.2",
"3734","영양군","2015. 2/2","11.2","5.9","5.4",".7","2.9","7.6",
"3734","영양군","2016. 1/2","11.6","6.1","5.5",".6","3.4","7.6",
"3734","영양군","2016. 2/2","10.9","5.8","5.1",".6","2.9","7.4",
"3734","영양군","2017. 1/2","11","6","5",".6","3","7.4",
"3734","영양군","2017. 2/2","10.8","5.8","5",".5","3","7.4",
"3734","영양군","2018. 1/2","10.9","5.7","5.2",".5","3.2","7.2",
"3734","영양군","2018. 2/2","11","5.7","5.2",".5","3","7.4",
"3734","영양군","2019. 1/2","10.7","5.8","4.9",".6","2.7","7.3",
"3734","영양군","2019. 2/2","10.9","5.9","5",".5","2.7","7.7",
"3734","영양군","2020. 1/2","10.7","5.7","5",".4","2.6","7.7",
"3734","영양군","2020. 2/2","10.2","5.6","4.6",".4","2.3","7.5",
"3734","영양군","2021. 1/2","10.7","5.7","5",".5","2.4","7.8",
"3735","영덕군","2013. 1/2","21.2","11.2","10.1","1.7","6.8","12.8",
"3735","영덕군","2013. 2/2","21","11.3","9.6","1.1","7","12.9",
"3735","영덕군","2014. 1/2","20.9","11.2","9.7","1.6","6.2","13",
"3735","영덕군","2014. 2/2","22.1","11.7","10.3","1.7","6.6","13.7",
"3735","영덕군","2015. 1/2","21.7","11.5","10.2","1.6","6.6","13.6",
"3735","영덕군","2015. 2/2","21.8","11.3","10.5","1.9","6.3","13.6",
"3735","영덕군","2016. 1/2","21.3","11.2","10.1","1.8","6.4","13.1",
"3735","영덕군","2016. 2/2","23.5","12.8","10.7","2.1","7.2","14.2",
"3735","영덕군","2017. 1/2","21.9","12","9.8","1.6","6.2","14.1",
"3735","영덕군","2017. 2/2","21","11.7","9.3","1.9","6","13.1",
"3735","영덕군","2018. 1/2","21","12","9","1.4","6.3","13.2",
"3735","영덕군","2018. 2/2","21.8","12.4","9.4","1.6","6.5","13.6",
"3735","영덕군","2019. 1/2","22.5","12.6","9.9","1.6","6.4","14.5",
"3735","영덕군","2019. 2/2","23.3","13.3","10","1.2","6.9","15.1",
"3735","영덕군","2020. 1/2","22.1","12.3","9.8","1.3","6.1","14.7",
"3735","영덕군","2020. 2/2","22.1","12.5","9.6","1.5","6.1","14.5",
"3735","영덕군","2021. 1/2","20.7","11.5","9.2",".9","5.2","14.5",
"3736","청도군","2013. 1/2","28.7","15.1","13.6","2.2","8.5","18",
"3736","청도군","2013. 2/2","29.9","15.5","14.4","2.1","8.5","19.3",
"3736","청도군","2014. 1/2","29.7","15.2","14.4","1.9","8.4","19.4",
"3736","청도군","2014. 2/2","31.1","16.1","15","1.6","8.6","20.8",
"3736","청도군","2015. 1/2","31","16.7","14.3","1.9","8.5","20.6",
"3736","청도군","2015. 2/2","31.9","16.9","14.9","1.7","9.2","20.9",
"3736","청도군","2016. 1/2","31.7","17.3","14.4","2.1","8.1","21.5",
"3736","청도군","2016. 2/2","32.6","17.7","14.9","2","9.5","21.1",
"3736","청도군","2017. 1/2","31","17.5","13.6","1.4","9","20.7",
"3736","청도군","2017. 2/2","29.9","16","13.9","2.7","8","19.3",
"3736","청도군","2018. 1/2","30.3","16.1","14.2","2.3","8.3","19.7",
"3736","청도군","2018. 2/2","32.2","17.8","14.4","2.4","8.3","21.5",
"3736","청도군","2019. 1/2","30.6","16.7","13.8","1.9","8.2","20.5",
"3736","청도군","2019. 2/2","30.9","16.8","14.1","2.6","7.7","20.6",
"3736","청도군","2020. 1/2","30.3","16.7","13.5","1.6","7.9","20.8",
"3736","청도군","2020. 2/2","31.1","17","14.2","1.9","8.6","20.7",
"3736","청도군","2021. 1/2","31.1","17","14","1.8","8.3","21",
"3737","고령군","2013. 1/2","27.1","16.9","10.2","2","10.7","14.4",
"3737","고령군","2013. 2/2","25.7","16.1","9.5","2","10.2","13.4",
"3737","고령군","2014. 1/2","26.3","17.4","8.9","1.9","10.9","13.5",
"3737","고령군","2014. 2/2","27.4","17.4","10","2.1","10.5","14.8",
"3737","고령군","2015. 1/2","27","17.3","9.6","2","10.8","14.2",
"3737","고령군","2015. 2/2","26.8","17.1","9.7","2.1","10.8","13.9",
"3737","고령군","2016. 1/2","27.6","17.5","10.1","2.2","11.5","13.9",
"3737","고령군","2016. 2/2","25.9","16.5","9.4","2","10.5","13.5",
"3737","고령군","2017. 1/2","26.3","16.7","9.6","1.7","10.3","14.3",
"3737","고령군","2017. 2/2","26.6","17.7","8.9","2.2","9.2","15.1",
"3737","고령군","2018. 1/2","28","17.8","10.1","2.1","9.8","16.1",
"3737","고령군","2018. 2/2","26.4","17.1","9.3","1.7","8.7","16.1",
"3737","고령군","2019. 1/2","30.5","19","11.4","2.6","10.7","17.2",
"3737","고령군","2019. 2/2","28.6","17.8","10.8","3","9.2","16.5",
"3737","고령군","2020. 1/2","28.3","18.1","10.2","2.4","8.5","17.4",
"3737","고령군","2020. 2/2","26.6","17.3","9.4","2","8.3","16.3",
"3737","고령군","2021. 1/2","27","16.6","10.4","2.4","8.4","16.2",
"3738","성주군","2013. 1/2","35.4","22.1","13.3","2.4","14.5","18.5",
"3738","성주군","2013. 2/2","33.7","21","12.7","2.3","12.7","18.7",
"3738","성주군","2014. 1/2","35.5","22.2","13.4","2.7","13.9","18.9",
"3738","성주군","2014. 2/2","36.9","23","13.9","2.7","14.1","20",
"3738","성주군","2015. 1/2","35.8","22.4","13.4","2.9","13.3","19.6",
"3738","성주군","2015. 2/2","37.2","22.5","14.7","3.6","13.4","20.2",
"3738","성주군","2016. 1/2","37.4","22.4","15.1","4.1","13.2","20.1",
"3738","성주군","2016. 2/2","37.7","23.5","14.1","3","14.4","20.2",
"3738","성주군","2017. 1/2","39.4","24.3","15.2","2.7","14.5","22.2",
"3738","성주군","2017. 2/2","37.1","23","14.1","2.9","13.7","20.5",
"3738","성주군","2018. 1/2","35.9","22.1","13.8","3","13.1","19.7",
"3738","성주군","2018. 2/2","35.9","23.1","12.9","3.2","12.6","20.1",
"3738","성주군","2019. 1/2","35.4","22.8","12.5","2.7","11.3","21.4",
"3738","성주군","2019. 2/2","35","21.8","13.2","2.5","11.5","21",
"3738","성주군","2020. 1/2","33.8","21.1","12.7","2","10.8","21",
"3738","성주군","2020. 2/2","34.8","22","12.8","2.5","10.2","22.2",
"3738","성주군","2021. 1/2","37.2","22.6","14.6","1.8","11.7","23.7",
"3739","칠곡군","2013. 1/2","66.7","39.7","27.1","7.9","33.4","25.4",
"3739","칠곡군","2013. 2/2","67.8","40.9","27","8","34.6","25.3",
"3739","칠곡군","2014. 1/2","69.8","43.1","26.7","8.1","34.5","27.2",
"3739","칠곡군","2014. 2/2","69.6","42.5","27.1","7.9","35.5","26.2",
"3739","칠곡군","2015. 1/2","71.9","44.7","27.2","7.6","36.8","27.6",
"3739","칠곡군","2015. 2/2","70.2","43.3","26.9","7.1","35.5","27.6",
"3739","칠곡군","2016. 1/2","68.7","42.8","25.9","6.1","33.7","28.9",
"3739","칠곡군","2016. 2/2","70.3","43.8","26.5","5.4","33.3","31.6",
"3739","칠곡군","2017. 1/2","67.8","42.1","25.7","6.5","30.6","30.7",
"3739","칠곡군","2017. 2/2","65.1","42","23.2","6.1","28.7","30.3",
"3739","칠곡군","2018. 1/2","66.5","42.9","23.6","6","29.8","30.8",
"3739","칠곡군","2018. 2/2","69.9","44.2","25.7","7.5","31","31.5",
"3739","칠곡군","2019. 1/2","67.2","41.9","25.3","4.8","31.4","31",
"3739","칠곡군","2019. 2/2","68.6","42.4","26.2","4.7","31.5","32.5",
"3739","칠곡군","2020. 1/2","60.4","36.6","23.8","5.2","27.1","28.1",
"3739","칠곡군","2020. 2/2","61.6","37.3","24.3","6.4","25.1","30",
"3739","칠곡군","2021. 1/2","65","39.9","25.1","6.5","27.5","31",
"3740","예천군","2013. 1/2","25.8","14.4","11.5","1.5","7.2","17.2",
"3740","예천군","2013. 2/2","28.4","15.6","12.9","2.3","7.8","18.4",
"3740","예천군","2014. 1/2","26.4","14.6","11.8","1.6","7.5","17.3",
"3740","예천군","2014. 2/2","27.6","15","12.6","2","7.4","18.3",
"3740","예천군","2015. 1/2","26.5","14.5","12","1.6","7.5","17.4",
"3740","예천군","2015. 2/2","26.4","14.2","12.2","1.7","6.9","17.8",
"3740","예천군","2016. 1/2","26.2","14.2","12","1.4","7.1","17.7",
"3740","예천군","2016. 2/2","28.7","16.5","12.2","1.7","7.8","19.1",
"3740","예천군","2017. 1/2","28.2","16.2","12","1.5","7.8","19",
"3740","예천군","2017. 2/2","28.7","16.1","12.7","1.6","7.6","19.6",
"3740","예천군","2018. 1/2","29.4","16.5","12.9","1.9","8.9","18.5",
"3740","예천군","2018. 2/2","31.6","17.5","14.2","1.9","9.1","20.6",
"3740","예천군","2019. 1/2","31.9","17.5","14.4","2.2","9.5","20.1",
"3740","예천군","2019. 2/2","33.6","18.2","15.4","2.8","10.1","20.7",
"3740","예천군","2020. 1/2","32.6","17.6","15","2.4","10","20.3",
"3740","예천군","2020. 2/2","32.5","18.4","14.1","2.4","9.7","20.5",
"3740","예천군","2021. 1/2","33.4","18.3","15","2.1","10.2","21",
"3741","봉화군","2013. 1/2","21","11.7","9.3",".9","6.1","14",
"3741","봉화군","2013. 2/2","21.7","12.1","9.5",".9","6.1","14.7",
"3741","봉화군","2014. 1/2","21.5","11.8","9.7",".7","6.1","14.7",
"3741","봉화군","2014. 2/2","21.9","11.7","10.2",".9","5.7","15.4",
"3741","봉화군","2015. 1/2","21.8","11.7","10",".8","5.7","15.2",
"3741","봉화군","2015. 2/2","21.4","11.5","9.9",".7","5.6","15",
"3741","봉화군","2016. 1/2","21.6","11.6","10","1.1","5.7","14.9",
"3741","봉화군","2016. 2/2","21","11.1","9.9",".7","5.5","14.8",
"3741","봉화군","2017. 1/2","22.7","12.7","10",".7","5.8","16.1",
"3741","봉화군","2017. 2/2","21.1","11.6","9.4",".8","5.2","15",
"3741","봉화군","2018. 1/2","21.5","11.9","9.6",".8","5.2","15.5",
"3741","봉화군","2018. 2/2","21.6","11.6","10",".6","5","15.9",
"3741","봉화군","2019. 1/2","21","11.5","9.5",".8","4.5","15.7",
"3741","봉화군","2019. 2/2","21.2","11.5","9.7",".7","4.5","15.9",
"3741","봉화군","2020. 1/2","20.8","11.4","9.4",".6","4.5","15.7",
"3741","봉화군","2020. 2/2","21.3","11.7","9.6",".8","4.6","15.9",
"3741","봉화군","2021. 1/2","21.4","11.7","9.7",".9","4.6","16",
"3742","울진군","2013. 1/2","27.9","16.2","11.7","2.1","11","14.8",
"3742","울진군","2013. 2/2","29.2","17.3","11.9","2.2","11.8","15.3",
"3742","울진군","2014. 1/2","28.3","16.3","12.1","2.2","11.1","15.1",
"3742","울진군","2014. 2/2","29","17","12","2.6","11.1","15.3",
"3742","울진군","2015. 1/2","29.8","17.6","12.1","2.6","11.5","15.7",
"3742","울진군","2015. 2/2","28.6","17.1","11.5","2.2","11.3","15.1",
"3742","울진군","2016. 1/2","25.7","15.2","10.5","1.9","10.2","13.6",
"3742","울진군","2016. 2/2","28.8","17.1","11.7","3.2","10.6","15",
"3742","울진군","2017. 1/2","28.1","17.3","10.8","2.7","10.9","14.5",
"3742","울진군","2017. 2/2","26.4","15.7","10.7","2.4","9.5","14.5",
"3742","울진군","2018. 1/2","26.9","15.9","11","2.4","9.8","14.6",
"3742","울진군","2018. 2/2","27.3","16.2","11.1","2.3","9.4","15.6",
"3742","울진군","2019. 1/2","27.3","15.9","11.5","2.4","9.3","15.6",
"3742","울진군","2019. 2/2","26.5","16.1","10.4","2.6","9","15",
"3742","울진군","2020. 1/2","26","15.8","10.1","2.5","8.6","14.9",
"3742","울진군","2020. 2/2","26.3","15.7","10.6","2.4","8.8","15.1",
"3742","울진군","2021. 1/2","26","15.3","10.7","2","8.7","15.4",
"3743","울릉군","2013. 1/2","6.4","4","2.5",".6","2.3","3.6",
"3743","울릉군","2013. 2/2","6.5","3.7","2.9",".6","2.4","3.6",
"3743","울릉군","2014. 1/2","6.5","3.7","2.9",".6","2.4","3.6",
"3743","울릉군","2014. 2/2","6.4","3.6","2.8",".5","2.3","3.6",
"3743","울릉군","2015. 1/2","6.3","3.6","2.7",".6","2.2","3.6",
"3743","울릉군","2015. 2/2","6.4","3.7","2.7",".5","2.2","3.7",
"3743","울릉군","2016. 1/2","6.4","3.7","2.7",".6","2.1","3.8",
"3743","울릉군","2016. 2/2","6.4","3.9","2.6",".6","2.2","3.7",
"3743","울릉군","2017. 1/2","6.6","3.9","2.6",".5","2.1","4.1",
"3743","울릉군","2017. 2/2","6.2","3.8","2.5",".5","2","3.7",
"3743","울릉군","2018. 1/2","6.4","3.7","2.6",".6","2","3.8",
"3743","울릉군","2018. 2/2","6.3","3.8","2.5",".5","2","3.8",
"3743","울릉군","2019. 1/2","6.1","3.7","2.5",".5","1.9","3.8",
"3743","울릉군","2019. 2/2","6.2","3.7","2.5",".5","1.9","3.9",
"3743","울릉군","2020. 1/2","5.9","3.6","2.3",".5","1.8","3.5",
"3743","울릉군","2020. 2/2","5.8","3.4","2.4",".4","1.7","3.7",
"3743","울릉군","2021. 1/2","5.7","3.4","2.2",".3","1.6","3.8",
"3803","진주시","2013. 1/2","145.8","79.1","66.7","17.8","67.2","60.9",
"3803","진주시","2013. 2/2","143.9","77.6","66.2","19.2","64.8","59.9",
"3803","진주시","2014. 1/2","150.2","81.8","68.4","18","67.6","64.6",
"3803","진주시","2014. 2/2","145.8","80.5","65.3","15.4","65.9","64.5",
"3803","진주시","2015. 1/2","149.7","80.6","69.1","17.9","65.6","66.3",
"3803","진주시","2015. 2/2","155.6","84.4","71.2","18.9","69.5","67.2",
"3803","진주시","2016. 1/2","157.4","86.2","71.1","19","67.8","70.6",
"3803","진주시","2016. 2/2","153.1","82.5","70.6","19","66.8","67.3",
"3803","진주시","2017. 1/2","153.1","84.6","68.5","18.8","66.2","68",
"3803","진주시","2017. 2/2","147.4","80.6","66.8","16.6","66.3","64.6",
"3803","진주시","2018. 1/2","151.4","82.3","69","18.9","66.2","66.3",
"3803","진주시","2018. 2/2","145.9","80","65.9","16.6","64.4","65",
"3803","진주시","2019. 1/2","150.9","80.8","70.2","18.8","62.1","70.1",
"3803","진주시","2019. 2/2","152.3","81.8","70.5","19","62.6","70.7",
"3803","진주시","2020. 1/2","144.1","77.2","66.9","18.1","59.5","66.5",
"3803","진주시","2020. 2/2","150.2","78.5","71.7","16.9","62.9","70.4",
"3803","진주시","2021. 1/2","154.5","83.4","71.1","16.4","65.1","73",
"3805","통영시","2013. 1/2","61.5","36.6","25","6.4","30.4","24.7",
"3805","통영시","2013. 2/2","64.3","39.2","25.1","7.1","30.3","27",
"3805","통영시","2014. 1/2","62.5","37.4","25.1","6.5","29.3","26.6",
"3805","통영시","2014. 2/2","65.2","39.4","25.8","6.4","31.2","27.5",
"3805","통영시","2015. 1/2","63","36.9","26.1","6.2","28.3","28.5",
"3805","통영시","2015. 2/2","58.6","34","24.7","4.6","27.7","26.3",
"3805","통영시","2016. 1/2","61.6","36","25.7","6.7","28.3","26.6",
"3805","통영시","2016. 2/2","60.8","35.9","24.9","5.6","27.3","27.9",
"3805","통영시","2017. 1/2","60.5","33.7","26.8","5.5","26.1","28.9",
"3805","통영시","2017. 2/2","57.3","33.8","23.5","5","24.8","27.4",
"3805","통영시","2018. 1/2","53.6","31.1","22.4","4.4","24.7","24.4",
"3805","통영시","2018. 2/2","59.6","34.4","25.2","5.4","26.1","28",
"3805","통영시","2019. 1/2","57.5","32.5","24.9","4.5","25.7","27.3",
"3805","통영시","2019. 2/2","55.8","31.6","24.2","5.5","23.4","26.8",
"3805","통영시","2020. 1/2","55.9","31.6","24.4","4.8","23.1","28",
"3805","통영시","2020. 2/2","55.9","33.3","22.6","4.4","22.5","28.9",
"3805","통영시","2021. 1/2","56.2","33.6","22.6","4.5","22.6","29.1",
"3806","사천시","2013. 1/2","65.9","40.1","25.8","7.7","30.9","27.2",
"3806","사천시","2013. 2/2","68.1","41.8","26.4","7.4","32.5","28.1",
"3806","사천시","2014. 1/2","65.3","40","25.2","6.6","31.2","27.5",
"3806","사천시","2014. 2/2","65.7","41.2","24.5","7.4","31","27.3",
