"[A]행정구역별(시군)","행정구역별(시군)","시점","취업자 (천명)","- 성별(남자)","- 성별(여자)","- 연령별(15~29세)","- 연령별(30~49세)","- 연령별(50세 이상)",
"3334","영동군","2017. 1/2","30.3","17.4","12.9","1.8","9.5","19",
"3334","영동군","2017. 2/2","28.5","15.8","12.7","1.8","8.5","18.2",
"3334","영동군","2018. 1/2","29.6","16.5","13.1","1.8","8.8","19.1",
"3334","영동군","2018. 2/2","29.6","16.6","13","1.9","8","19.7",
"3334","영동군","2019. 1/2","29","16.5","12.4","1.8","8","19.1",
"3334","영동군","2019. 2/2","27.9","15.4","12.5","1.9","7.4","18.6",
"3334","영동군","2020. 1/2","27.1","14.9","12.2","1.2","7.7","18.2",
"3334","영동군","2020. 2/2","26.7","14.8","12","1.5","7.3","18",
"3334","영동군","2021. 1/2","28.1","15.5","12.6","1.5","7.6","19",
"3335","진천군","2013. 1/2","51.3","34.2","17.1","7.4","24.8","19.1",
"3335","진천군","2013. 2/2","52","34.4","17.5","6.8","25.7","19.4",
"3335","진천군","2014. 1/2","54.2","35.2","18.9","6.8","26.7","20.7",
"3335","진천군","2014. 2/2","52.9","35.3","17.5","6.6","26.5","19.8",
"3335","진천군","2015. 1/2","55.2","35.8","19.4","6.4","27.9","20.9",
"3335","진천군","2015. 2/2","52.3","33.9","18.4","4.8","26.2","21.3",
"3335","진천군","2016. 1/2","53.6","34.5","19.1","4.9","27","21.6",
"3335","진천군","2016. 2/2","57.2","37.1","20.1","6.7","27","23.4",
"3335","진천군","2017. 1/2","58.3","38.6","19.6","6.8","27.3","24.1",
"3335","진천군","2017. 2/2","56","37.7","18.3","8.6","24.9","22.6",
"3335","진천군","2018. 1/2","58.8","37.3","21.5","8.8","26.7","23.4",
"3335","진천군","2018. 2/2","59.3","36.8","22.4","9","26.2","24.1",
"3335","진천군","2019. 1/2","61.4","38.7","22.7","9","26.2","26.2",
"3335","진천군","2019. 2/2","64.1","41.5","22.6","9.4","27.3","27.3",
"3335","진천군","2020. 1/2","62.9","40.8","22.2","9.3","26.2","27.4",
"3335","진천군","2020. 2/2","64.7","40.7","23.9","9.6","28","27.1",
"3335","진천군","2021. 1/2","62.4","39.3","23.2","8.6","26.6","27.2",
"3336","괴산군","2013. 1/2","23.5","13.8","9.8","2.5","7.8","13.3",
"3336","괴산군","2013. 2/2","26.1","15.1","11","2.7","8.2","15.2",
"3336","괴산군","2014. 1/2","25.8","14.7","11","3","8.1","14.6",
"3336","괴산군","2014. 2/2","26.7","15.6","11.1","2.9","9.4","14.4",
"3336","괴산군","2015. 1/2","26.9","15.6","11.3","2.7","9.3","14.9",
"3336","괴산군","2015. 2/2","26.4","15.5","10.9","2.2","8.6","15.6",
"3336","괴산군","2016. 1/2","26.4","14.7","11.6","2.5","8.6","15.2",
"3336","괴산군","2016. 2/2","27.5","16","11.5","3.6","8.1","15.8",
"3336","괴산군","2017. 1/2","26.5","15.4","11.1","2.6","7.8","16.1",
"3336","괴산군","2017. 2/2","25","14.6","10.4","2.6","6.9","15.5",
"3336","괴산군","2018. 1/2","25.7","15","10.7","2.7","6.8","16.2",
"3336","괴산군","2018. 2/2","25.9","14.9","10.9","2.1","7.6","16.2",
"3336","괴산군","2019. 1/2","25.4","14.8","10.5","2.4","6.8","16.1",
"3336","괴산군","2019. 2/2","27.1","15.8","11.3","2.7","7","17.3",
"3336","괴산군","2020. 1/2","27","16.2","10.8","2.2","7","17.9",
"3336","괴산군","2020. 2/2","26.4","15.5","10.9","1.8","6.5","18.1",
"3336","괴산군","2021. 1/2","27.3","15.5","11.8","2.4","6.4","18.6",
"3337","음성군","2013. 1/2","70","44.8","25.2","8.3","32.6","29.1",
"3337","음성군","2013. 2/2","71.5","46.1","25.4","8.8","33.8","29",
"3337","음성군","2014. 1/2","69.8","45.7","24.1","8.4","32.1","29.4",
"3337","음성군","2014. 2/2","71.3","46.3","25","8.5","33.7","29",
"3337","음성군","2015. 1/2","71.6","45.6","26","9.3","33.3","28.9",
"3337","음성군","2015. 2/2","75","48.7","26.3","9.7","35.5","29.8",
"3337","음성군","2016. 1/2","74.8","47.6","27.2","11.4","33.2","30.2",
"3337","음성군","2016. 2/2","78.1","50.6","27.5","11.1","34.7","32.3",
"3337","음성군","2017. 1/2","81.3","52.4","28.8","10.9","37","33.4",
"3337","음성군","2017. 2/2","79.2","50.5","28.7","12.1","35.2","31.8",
"3337","음성군","2018. 1/2","83.7","54.9","28.8","12.5","38.3","33",
"3337","음성군","2018. 2/2","81.6","53.4","28.3","11.6","34.3","35.7",
"3337","음성군","2019. 1/2","81.7","53.7","28","12.6","34.3","34.8",
"3337","음성군","2019. 2/2","79.6","52","27.6","11.5","33.1","35",
"3337","음성군","2020. 1/2","78.4","51.2","27.2","12.2","31.4","34.8",
"3337","음성군","2020. 2/2","80.2","52","28.2","13.3","31.4","35.6",
"3337","음성군","2021. 1/2","83.8","54","29.8","13.3","33.8","36.7",
"3338","단양군","2013. 1/2","20","12.6","7.4","2.1","7.9","10",
"3338","단양군","2013. 2/2","17.3","10.2","7.1","1","6.7","9.6",
"3338","단양군","2014. 1/2","19.2","11.9","7.3","1.3","7.5","10.4",
"3338","단양군","2014. 2/2","18.8","11.4","7.4","1.3","6.8","10.7",
"3338","단양군","2015. 1/2","18.2","10.8","7.4","1.4","6.5","10.3",
"3338","단양군","2015. 2/2","18.3","11","7.3","1","6.5","10.8",
"3338","단양군","2016. 1/2","18.6","11.4","7.3","1.2","6.8","10.6",
"3338","단양군","2016. 2/2","18.6","11.2","7.5","1.2","6.6","10.9",
"3338","단양군","2017. 1/2","18.8","11.6","7.2","1.4","6.1","11.2",
"3338","단양군","2017. 2/2","19","11.9","7.1","1.8","6.1","11",
"3338","단양군","2018. 1/2","19","11.9","7","1.6","6.1","11.3",
"3338","단양군","2018. 2/2","20.5","13.1","7.4","1.4","6.6","12.5",
"3338","단양군","2019. 1/2","19.8","12.4","7.4","1.3","6.2","12.3",
"3338","단양군","2019. 2/2","20.5","12.6","8","1.3","6.4","12.8",
"3338","단양군","2020. 1/2","18.5","11.7","6.8","1.3","5.5","11.7",
"3338","단양군","2020. 2/2","18.8","11.6","7.1","1.1","5.2","12.5",
"3338","단양군","2021. 1/2","18.6","11.6","7","1.3","5.1","12.2",
"3339","증평군","2013. 1/2","16.1","9.7","6.4","2.1","7.6","6.4",
"3339","증평군","2013. 2/2","16.5","9.7","6.8","2","7.9","6.6",
"3339","증평군","2014. 1/2","16.7","9.7","7.1","2.8","7.3","6.6",
"3339","증평군","2014. 2/2","17.4","9.5","7.9","2.6","7.3","7.4",
"3339","증평군","2015. 1/2","17.8","10.5","7.3","1.6","8","8.2",
"3339","증평군","2015. 2/2","18.5","10.9","7.6","2.1","7.9","8.4",
"3339","증평군","2016. 1/2","17.6","11.3","6.3","2.3","6.9","8.5",
"3339","증평군","2016. 2/2","19.1","11.9","7.2","2.6","7.5","9",
"3339","증평군","2017. 1/2","19.4","11.6","7.7","3.2","7.6","8.6",
"3339","증평군","2017. 2/2","17.7","10.4","7.2","2.4","7.6","7.7",
"3339","증평군","2018. 1/2","18.8","12.3","6.5","2.2","8.4","8.2",
"3339","증평군","2018. 2/2","18.9","11.8","7.1","2.6","8.2","8.1",
"3339","증평군","2019. 1/2","18.8","11.4","7.3","2.9","7.8","8.1",
"3339","증평군","2019. 2/2","19","11.5","7.5","2.8","7.9","8.3",
"3339","증평군","2020. 1/2","17.9","11.1","6.8","2.5","7.1","8.3",
"3339","증평군","2020. 2/2","18.5","11.3","7.2","1.9","6.6","10.1",
"3339","증평군","2021. 1/2","18.3","10.9","7.3","2.2","6.8","9.3",
"3401","천안시","2013. 1/2","297.7","181.7","116","52.5","157.8","87.4",
"3401","천안시","2013. 2/2","295.7","182.7","113","43.8","159.7","92.2",
"3401","천안시","2014. 1/2","305.5","189.6","115.9","49","163.2","93.4",
"3401","천안시","2014. 2/2","316","192.1","123.9","49.8","169.1","97.2",
"3401","천안시","2015. 1/2","312.4","193.9","118.5","47.8","163.9","100.8",
"3401","천안시","2015. 2/2","313.6","197.3","116.3","47.7","162.3","103.6",
"3401","천안시","2016. 1/2","317.2","194.7","122.5","50.1","161.3","105.7",
"3401","천안시","2016. 2/2","328.3","202.6","125.7","49.1","169.5","109.7",
"3401","천안시","2017. 1/2","340","207.8","132.2","55","169.9","115.1",
"3401","천안시","2017. 2/2","340","211.9","128.1","55.2","172.5","112.3",
"3401","천안시","2018. 1/2","338.8","210.4","128.4","55.7","170.4","112.7",
"3401","천안시","2018. 2/2","353.4","218.1","135.3","56.5","173.7","123.2",
"3401","천안시","2019. 1/2","363.1","220.5","142.6","62.7","175.7","124.7",
"3401","천안시","2019. 2/2","354.9","213.1","141.9","59.5","172","123.4",
"3401","천안시","2020. 1/2","350.8","212","138.8","57.4","168.8","124.5",
"3401","천안시","2020. 2/2","363.2","217.9","145.3","61.2","170.6","131.4",
"3401","천안시","2021. 1/2","353","214","139","57.6","163.8","131.6",
"3402","공주시","2013. 1/2","63.2","37.2","26","7.5","26.6","29.2",
"3402","공주시","2013. 2/2","63.8","37.3","26.5","7.2","26.4","30.1",
"3402","공주시","2014. 1/2","65","37.1","27.9","8.6","26.1","30.3",
"3402","공주시","2014. 2/2","64.3","36.8","27.4","6.7","25.8","31.8",
"3402","공주시","2015. 1/2","60.8","33.7","27.1","5.8","24.2","30.8",
"3402","공주시","2015. 2/2","56","30.8","25.1","4.7","21.9","29.3",
"3402","공주시","2016. 1/2","58.5","33.1","25.4","5.8","21.7","31",
"3402","공주시","2016. 2/2","64.6","35.6","29","8.6","23.5","32.5",
"3402","공주시","2017. 1/2","65.8","36.5","29.3","7.7","24.1","34.1",
"3402","공주시","2017. 2/2","68.1","38.7","29.4","8.3","24.8","35",
"3402","공주시","2018. 1/2","70.3","39.5","30.8","8.7","24.9","36.8",
"3402","공주시","2018. 2/2","74.5","42","32.5","9.6","27.1","37.8",
"3402","공주시","2019. 1/2","71.9","39.9","31.9","9.6","25.9","36.4",
"3402","공주시","2019. 2/2","73.6","40.9","32.7","8.8","24.5","40.3",
"3402","공주시","2020. 1/2","69.7","39.3","30.4","7.8","23.4","38.5",
"3402","공주시","2020. 2/2","69.1","40.2","28.9","7.2","22.5","39.5",
"3402","공주시","2021. 1/2","68.4","39.2","29.1","6.9","23.8","37.7",
"3403","보령시","2013. 1/2","56.6","34.1","22.5","5.8","22.8","28",
"3403","보령시","2013. 2/2","59.2","34.7","24.5","5.8","22.5","31",
"3403","보령시","2014. 1/2","58.3","35.6","22.8","6","22.4","29.9",
"3403","보령시","2014. 2/2","57.3","34.1","23.1","5.6","22.5","29.2",
"3403","보령시","2015. 1/2","57.3","34.7","22.7","5.6","22.1","29.7",
"3403","보령시","2015. 2/2","59.4","35","24.4","5.2","22.8","31.4",
"3403","보령시","2016. 1/2","58.1","35.4","22.6","5.2","21.6","31.2",
"3403","보령시","2016. 2/2","60","36.8","23.3","5.8","23.2","31",
"3403","보령시","2017. 1/2","57.3","34.6","22.7","5.9","21.1","30.3",
"3403","보령시","2017. 2/2","56.2","33.8","22.4","4.5","22.3","29.4",
"3403","보령시","2018. 1/2","57.6","33.8","23.8","5.2","21.8","30.6",
"3403","보령시","2018. 2/2","57.8","33.8","24","5.8","21","31",
"3403","보령시","2019. 1/2","57.5","33.6","23.9","5.8","20","31.7",
"3403","보령시","2019. 2/2","58.1","34.1","24","5.3","20.5","32.3",
"3403","보령시","2020. 1/2","58.8","35.4","23.4","5.3","20.1","33.3",
"3403","보령시","2020. 2/2","56.7","33.8","22.8","4.8","19.8","32.2",
"3403","보령시","2021. 1/2","56.2","33.7","22.5","4.7","19.6","31.9",
"3404","아산시","2013. 1/2","170.6","114.3","56.3","31.5","94.7","44.4",
"3404","아산시","2013. 2/2","175.8","114.2","61.5","32.9","93","49.8",
"3404","아산시","2014. 1/2","174.6","113.7","60.9","33.5","89.8","51.4",
"3404","아산시","2014. 2/2","172.1","110.3","61.8","30.7","89.8","51.6",
"3404","아산시","2015. 1/2","178.5","114.4","64.1","30.9","95.6","52",
"3404","아산시","2015. 2/2","182","118.7","63.3","30.4","97.9","53.7",
"3404","아산시","2016. 1/2","181.6","120.2","61.4","28.7","101.7","51.2",
"3404","아산시","2016. 2/2","179.6","119.7","60","28.9","95.3","55.4",
"3404","아산시","2017. 1/2","182.1","119.4","62.8","29.6","96.6","55.9",
"3404","아산시","2017. 2/2","199.8","126.6","73.2","32.9","104","62.9",
"3404","아산시","2018. 1/2","198.4","124.6","73.7","29.9","104.3","64.2",
"3404","아산시","2018. 2/2","199.1","127.3","71.7","29.9","107.4","61.7",
"3404","아산시","2019. 1/2","204","129.6","74.4","29.4","108.7","65.8",
"3404","아산시","2019. 2/2","214.7","135.1","79.5","31.6","110.1","72.9",
"3404","아산시","2020. 1/2","210.2","131.8","78.4","32.7","107.2","70.3",
"3404","아산시","2020. 2/2","203.7","128.6","75.1","30.8","104.9","68",
"3404","아산시","2021. 1/2","203.5","127.3","76.2","30.7","101.7","71.1",
"3405","서산시","2013. 1/2","84.4","52.6","31.7","9.3","38.6","36.5",
"3405","서산시","2013. 2/2","89.2","56.1","33","8.8","39.2","41.2",
"3405","서산시","2014. 1/2","88.8","55.8","32.9","8.9","40.2","39.6",
"3405","서산시","2014. 2/2","87","53.6","33.3","7.6","39.2","40.2",
"3405","서산시","2015. 1/2","89.2","55.1","34.1","8.7","38.8","41.7",
"3405","서산시","2015. 2/2","90.2","56.7","33.5","8","40.3","41.9",
"3405","서산시","2016. 1/2","92.1","57.6","34.6","9.2","40.3","42.6",
"3405","서산시","2016. 2/2","92.7","58","34.7","8.4","39.8","44.5",
"3405","서산시","2017. 1/2","94.2","59","35.2","10.4","40.2","43.6",
"3405","서산시","2017. 2/2","91.1","57.7","33.3","11.1","38","42",
"3405","서산시","2018. 1/2","93.1","57.9","35.2","10.4","38.8","43.9",
"3405","서산시","2018. 2/2","97","59.5","37.5","11.7","39.1","46.2",
"3405","서산시","2019. 1/2","97.6","61.2","36.4","11.8","39.5","46.3",
"3405","서산시","2019. 2/2","99","59.9","39.1","12.8","39","47.2",
"3405","서산시","2020. 1/2","97.4","60.5","36.9","11.5","38.5","47.3",
"3405","서산시","2020. 2/2","100.2","62.1","38.1","10.8","39.3","50.2",
"3405","서산시","2021. 1/2","101.4","62.6","38.9","11.7","38.4","51.3",
"3406","논산시","2013. 1/2","70.4","39.5","30.9","8.2","28.3","33.9",
"3406","논산시","2013. 2/2","72.5","41.1","31.4","7.7","29.5","35.3",
"3406","논산시","2014. 1/2","75","42.1","32.9","7.2","29.8","37.9",
"3406","논산시","2014. 2/2","76.7","43.2","33.5","9","29","38.8",
"3406","논산시","2015. 1/2","74.8","42","32.8","8","28.4","38.4",
"3406","논산시","2015. 2/2","75.2","43.6","31.6","8.5","29.5","37.1",
"3406","논산시","2016. 1/2","74.4","42.5","31.9","8.8","26.5","39.1",
"3406","논산시","2016. 2/2","74.6","41.9","32.8","7.4","27.8","39.5",
"3406","논산시","2017. 1/2","76.3","43.2","33.1","7.6","28.7","40.1",
"3406","논산시","2017. 2/2","72.9","41.7","31.2","8.3","27.5","37.1",
"3406","논산시","2018. 1/2","75.7","43.3","32.4","8.1","27.8","39.7",
"3406","논산시","2018. 2/2","79.3","44.1","35.2","8.5","28.8","42.1",
"3406","논산시","2019. 1/2","78.8","44.8","34","7.6","28.4","42.9",
"3406","논산시","2019. 2/2","77.8","44.1","33.7","8","27.7","42.1",
"3406","논산시","2020. 1/2","75.6","42.3","33.3","7.9","25.9","41.8",
"3406","논산시","2020. 2/2","75.5","41.8","33.7","6.6","27","41.8",
"3406","논산시","2021. 1/2","75.4","42","33.4","7.2","26.6","41.6",
"3407","계룡시","2013. 1/2","13.4","6.4","7",".9","8.2","4.3",
"3407","계룡시","2013. 2/2","13","6.3","6.7","1","7.1","4.9",
"3407","계룡시","2014. 1/2","13.2","6.6","6.6",".8","7.3","5.1",
"3407","계룡시","2014. 2/2","14.1","6.9","7.1","1.2","7.5","5.3",
"3407","계룡시","2015. 1/2","12.8","6.2","6.6",".9","7.1","4.8",
"3407","계룡시","2015. 2/2","14.4","7.5","6.9","1.3","8","5",
"3407","계룡시","2016. 1/2","13.7","6.4","7.3","1.2","7.6","5",
"3407","계룡시","2016. 2/2","14","6.5","7.5","1.4","7.5","5.1",
"3407","계룡시","2017. 1/2","13.9","6.2","7.7","1.2","7.6","5.1",
"3407","계룡시","2017. 2/2","11.3","5.6","5.7","1.2","5.4","4.7",
"3407","계룡시","2018. 1/2","14.2","7.8","6.4",".9","7","6.4",
"3407","계룡시","2018. 2/2","14","7.7","6.3",".7","6.6","6.6",
"3407","계룡시","2019. 1/2","12.2","6.9","5.2",".9","6","5.4",
"3407","계룡시","2019. 2/2","13.6","7.3","6.2","1.1","7.1","5.4",
"3407","계룡시","2020. 1/2","13.3","7.4","5.8",".9","6.5","5.9",
"3407","계룡시","2020. 2/2","14.5","7.3","7.2",".9","6.9","6.7",
"3407","계룡시","2021. 1/2","16.5","8.9","7.7","1.5","6.7","8.4",
"3408","당진시","2013. 1/2","97.3","65.1","32.2","12.3","44","41",
"3408","당진시","2013. 2/2","94.5","60.9","33.6","10.8","43.5","40.2",
"3408","당진시","2014. 1/2","97","63.6","33.4","12","44","41",
"3408","당진시","2014. 2/2","98.6","63.2","35.4","11.9","44.1","42.5",
"3408","당진시","2015. 1/2","100.1","65.6","34.5","12.6","45.4","42.1",
"3408","당진시","2015. 2/2","100.3","65","35.3","11.2","45","44.1",
"3408","당진시","2016. 1/2","103.3","67.4","35.8","11.5","46.9","44.8",
"3408","당진시","2016. 2/2","102.2","65","37.2","11.1","45.6","45.5",
"3408","당진시","2017. 1/2","102.2","65.9","36.3","11.3","45.7","45.2",
"3408","당진시","2017. 2/2","102.4","66.5","35.8","11.4","44","47",
"3408","당진시","2018. 1/2","105.6","67.7","37.9","11.5","45.4","48.6",
"3408","당진시","2018. 2/2","103.9","66.7","37.3","11.4","45.2","47.3",
"3408","당진시","2019. 1/2","105.4","67.9","37.5","11.4","45.1","48.9",
"3408","당진시","2019. 2/2","107.1","69","38.1","11.9","45.2","50",
"3408","당진시","2020. 1/2","104.5","67.9","36.6","10.9","44","49.6",
"3408","당진시","2020. 2/2","107.3","69.7","37.6","10.2","45.7","51.4",
"3408","당진시","2021. 1/2","107.7","69.9","37.8","10.4","44.6","52.6",
"3431","금산군","2013. 1/2","42.3","25.6","16.7","3.8","18","20.5",
"3431","금산군","2013. 2/2","40.3","23.9","16.5","3.7","16.8","19.9",
"3431","금산군","2014. 1/2","41.5","25","16.5","4","16.6","20.9",
"3431","금산군","2014. 2/2","41.7","25.2","16.5","3.5","17.5","20.7",
"3431","금산군","2015. 1/2","39.7","24.3","15.3","3.8","14.5","21.4",
"3431","금산군","2015. 2/2","39.9","24.2","15.6","3.3","15.8","20.9",
"3431","금산군","2016. 1/2","41.4","25.1","16.3","2.8","16","22.6",
"3431","금산군","2016. 2/2","43","25.3","17.7","3","16.4","23.6",
"3431","금산군","2017. 1/2","42.8","26","16.8","3.5","16.3","23.1",
"3431","금산군","2017. 2/2","40.8","24.2","16.6","3.4","14.4","23",
"3431","금산군","2018. 1/2","43.3","26.3","17","5.1","14.4","23.8",
"3431","금산군","2018. 2/2","42.8","25.7","17.1","4.1","14.5","24.2",
"3431","금산군","2019. 1/2","43.5","27.5","16","5","13.6","24.9",
"3431","금산군","2019. 2/2","43.1","25.9","17.2","3.9","13.6","25.6",
"3431","금산군","2020. 1/2","39.6","23.8","15.8","3.2","12.8","23.6",
"3431","금산군","2020. 2/2","39.8","23.3","16.5","3.7","11.6","24.5",
"3431","금산군","2021. 1/2","42.5","24.4","18.2","4.2","12.7","25.6",
"3432","연기군","2013. 1/2","74.8","46.7","28.1","8.1","38.5","28.2",
"3432","연기군","2013. 2/2","78.1","50.2","27.8","8.6","39.3","30.2",
"3432","연기군","2014. 1/2","86.8","56.3","30.5","9.3","43.2","34.3",
"3432","연기군","2014. 2/2","100.2","62.9","37.3","9.1","51.9","39.2",
"3432","연기군","2015. 1/2","107.7","66.3","41.3","13.2","56.4","38.1",
"3432","연기군","2015. 2/2","118.4","71.3","47.1","15","61.1","42.3",
"3432","연기군","2016. 1/2","129.6","76.2","53.4","15","69.4","45.1",
"3432","연기군","2016. 2/2","140.9","81.5","59.3","18","72.5","50.3",
"3432","연기군","2017. 2/2","","","","","","",
"3432","연기군","2018. 1/2","","","","","","",
"3432","연기군","2018. 2/2","","","","","","",
"3432","연기군","2019. 1/2","","","","","","",
"3432","연기군","2019. 2/2","","","","","","",
"3432","연기군","2020. 1/2","","","","","","",
"3432","연기군","2020. 2/2","","","","","","",
"3433","부여군","2013. 1/2","42.3","24.2","18.1","4.1","14","24.2",
"3433","부여군","2013. 2/2","42.5","24.7","17.8","3.9","14.8","23.8",
"3433","부여군","2014. 1/2","41","22.9","18.1","3.6","13.5","23.9",
"3433","부여군","2014. 2/2","41.3","24.4","17","4","13.4","24",
"3433","부여군","2015. 1/2","40.2","23.1","17.1","3.4","12.7","24.1",
"3433","부여군","2015. 2/2","40.7","22.9","17.7","3.3","12.6","24.7",
"3433","부여군","2016. 1/2","40.3","23.1","17.2","2.8","12.3","25.1",
"3433","부여군","2016. 2/2","40.9","23.1","17.8","4.1","12.2","24.6",
"3433","부여군","2017. 1/2","40.1","24.1","16","3","12.1","25",
"3433","부여군","2017. 2/2","40.7","23","17.7","3.5","12","25.2",
"3433","부여군","2018. 1/2","40.8","22.4","18.4","2.9","11.7","26.2",
"3433","부여군","2018. 2/2","38.8","21.2","17.5","2.5","11.2","25",
"3433","부여군","2019. 1/2","40.6","22.7","17.9","3.1","11.4","26.1",
"3433","부여군","2019. 2/2","42","22.8","19.3","2.8","10.9","28.3",
"3433","부여군","2020. 1/2","39.6","21.3","18.2","2.4","10.3","26.9",
"3433","부여군","2020. 2/2","41.3","22.2","19.1","2.3","10.5","28.5",
"3433","부여군","2021. 1/2","40.1","21.5","18.6","3.2","9.1","27.8",
"3434","서천군","2013. 1/2","33.7","19.4","14.3","3","11.5","19.2",
"3434","서천군","2013. 2/2","35.7","20","15.7","2.7","11.5","21.5",
"3434","서천군","2014. 1/2","34.5","19.6","14.9","2.8","11.3","20.4",
"3434","서천군","2014. 2/2","37.1","20.9","16.2","2.9","12.5","21.7",
"3434","서천군","2015. 1/2","37.6","21.8","15.9","2.7","13","21.9",
"3434","서천군","2015. 2/2","38.7","22.9","15.8","3.7","12.7","22.3",
"3434","서천군","2016. 1/2","37","21","16","2.8","11.8","22.5",
